MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LandSlope,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,IsRemod,BltRemodDiff,BsmtUnfRatio,TotalSF,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice
4.143907196862614,14.400037660806893,9.217596091363749,1,1,3,3,0,2,5,3.040152969328327,1965,1965,0,6,6,0.0,3,4,1,4,4,3,5,229.7044716128271,6,0.0,28.247097976857944,623.9066493878756,0,1,6.81934071604029,0.0,0.0,9.385472300300329,0.9944806198730061,0.0,1,0.0,3,0.7173641623697471,3,2.0541069073886815,6,0.0,3,1965.0,3,1.0,384.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,2,2008,0,0,0.045274558308637365,630.7259901039159,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,129500
6.275424045814307,16.016116618579208,9.278804457573832,1,1,0,3,0,5,9,3.040152969328327,2005,2006,0,14,15,23.173221440282845,0,4,2,0,4,3,2,247.27231845210366,6,0.0,33.489953708544206,697.5556545020507,0,1,6.94246597757723,1759.110170586153,0.0,10.860531723260195,0.9944806198730061,0.0,3,0.0,4,0.7173641623697471,0,3.0081716225280157,6,1.7568572511070808,2,2005.0,0,3.0,736.0,5,5,2,38.54490072353926,6.785555901260642,0.0,0.0,0.0,0.0,3,4,0.0,7,2006,1,1,0.04801043972964562,2463.608291065781,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,345000
4.143907196862614,14.5129099376253,9.36080431343269,1,1,1,3,0,2,5,3.4679291041603877,1962,1962,0,6,10,0.0,3,4,1,4,4,3,0,196.2514696399624,6,0.0,33.258728156907,553.3094259998375,4,1,6.6929213370036855,0.0,0.0,9.153789990867155,0.9944806198730061,0.0,1,0.0,2,0.7173641623697471,3,1.8191186698140605,6,0.0,3,1962.0,3,1.0,352.0,5,5,2,37.29602771041457,0.0,0.0,0.0,19.120366346372418,0.0,3,4,0.0,9,2008,0,0,0.06010873228267896,560.0023473368411,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,144000
4.143907196862614,16.621761892843097,9.168569494636587,1,1,0,3,0,2,7,3.040152969328327,2006,2007,0,12,13,23.90487160005419,2,4,2,2,4,0,6,0.0,6,0.0,120.06911677633504,868.8338665520355,0,1,7.167630030088468,0.0,0.0,10.037789162150354,0.0,0.0,2,0.0,3,0.7173641623697471,2,2.4381397822177204,6,0.92529145896583,2,2006.0,2,3.0,840.0,5,5,2,40.811273411986235,8.757200377736496,0.0,0.0,0.0,0.0,3,4,0.0,8,2007,1,1,0.13819571427714825,876.001496582124,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,279500
4.143907196862614,14.736276467330272,9.192854100909042,1,1,0,3,0,2,6,3.040152969328327,1960,1960,0,8,8,20.171495348114938,3,4,1,4,4,3,1,195.4385871680633,6,0.0,64.14302261881103,739.770538714912,4,1,6.998559158265605,0.0,0.0,9.718537732561375,0.9944806198730061,0.0,1,1.0709805540678778,2,0.7173641623697471,3,2.0541069073886815,6,0.92529145896583,1,1960.0,2,1.0,352.0,5,5,2,0.0,23.14454414548588,15.81156944353705,0.0,0.0,0.0,3,1,0.0,5,2008,0,0,0.0867066465369609,746.7690978731777,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,157000
5.667905064870495,12.076690817396464,8.626587580011373,1,1,3,3,0,1,7,4.247352565985628,1929,2001,0,13,14,0.0,3,4,0,4,4,3,6,0.0,6,0.0,84.87445655607931,508.75631787623087,0,1,6.629645477818044,0.0,0.0,9.038828161266792,0.0,0.0,1,0.0,2,0.7173641623697471,3,2.0541069073886815,6,0.0,3,1991.0,3,2.0,576.0,5,5,2,17.93211827419901,16.743050184408837,0.0,0.0,0.0,0.0,3,0,0.0,7,2007,1,72,0.16682732690255728,515.385963354049,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,132000
4.143907196862614,14.736276467330272,9.221166893178976,1,1,0,3,0,2,6,3.868731628185368,1970,1970,0,13,14,18.684245901743342,3,4,1,4,4,3,0,163.03550688256226,6,0.0,56.92800689499749,604.1312233101489,0,1,6.785437952197645,0.0,0.0,9.323077659110114,0.9944806198730061,0.0,1,0.0,2,0.7173641623697471,3,2.0541069073886815,6,0.92529145896583,5,1970.0,0,2.0,480.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,7.132708559853302,3,2010,0,0,0.09423119464522658,610.9166612623466,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,149000
7.19514583342348,14.624984051989987,9.181240345755983,1,1,3,3,0,2,4,3.040152969328327,1967,1967,0,8,8,0.0,3,4,3,3,2,4,4,0.0,4,0.0,0.0,0.0,4,1,7.030998773015868,0.0,0.0,9.77941017542706,0.0,0.0,2,0.0,2,1.1602756000279923,3,2.257835050241748,6,0.0,3,1967.0,3,2.0,516.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,6.737313522608531,10,2006,0,0,0.0,7.030998773015868,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,90000
4.143907196862614,13.940216575436457,9.414086119502445,1,1,3,3,0,2,5,3.040152969328327,2004,2004,0,12,13,0.0,3,4,2,4,4,3,2,177.48038153642446,6,0.0,60.225949615598495,664.3730913342292,0,1,6.885474798236522,0.0,0.0,9.507743197641208,0.9944806198730061,0.0,1,1.0709805540678778,3,0.7173641623697471,2,2.257835050241748,6,0.0,3,2004.0,3,2.0,576.0,5,5,2,0.0,15.959562913892485,0.0,0.0,0.0,0.0,3,4,0.0,6,2008,0,0,0.09065079606798877,671.2585661324657,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,159000
4.143907196862614,14.400037660806893,8.833326134219494,1,1,3,3,0,2,5,3.4679291041603877,1958,1965,0,3,10,0.0,3,4,1,4,4,3,3,146.8406928996151,6,0.0,64.5108785711272,617.8705249162707,4,1,7.062374635706771,0.0,0.0,9.838458620131815,0.0,0.0,1,0.0,3,0.7173641623697471,3,2.257835050241748,2,0.0,3,1958.0,3,1.0,294.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.0,5,2009,1,7,0.10440840915638311,624.9328995519775,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139000
6.275424045814307,17.587930317810105,9.450485336908663,1,1,0,3,0,5,8,3.040152969328327,2005,2006,0,12,13,26.394475087375817,2,4,2,0,4,0,6,0.0,6,0.0,103.267159481721,688.3233442056849,0,1,6.92273647376678,1884.744070269212,0.0,10.90253709826109,0.0,0.0,3,1.0709805540678778,4,0.7173641623697471,2,2.7475800314599277,6,0.92529145896583,2,2005.0,2,3.0,853.0,5,5,2,53.58067633979932,19.678667168276743,0.0,0.0,0.0,0.0,3,4,0.0,11,2006,1,1,0.15002710622997945,2579.9901509486635,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,325300
5.667905064870495,12.851364848624556,8.818857967602156,1,0,3,0,0,1,7,3.868731628185368,1930,1950,0,13,14,0.0,3,4,2,4,4,3,6,0.0,6,0.0,72.40212622731762,398.51041399655315,0,1,6.88027944435786,0.0,0.0,9.498111081601312,0.0,0.0,1,0.0,3,0.7173641623697471,2,2.257835050241748,6,0.92529145896583,2,1930.0,3,1.0,280.0,5,5,0,0.0,0.0,16.88874668376344,0.0,0.0,0.0,3,0,0.0,6,2007,1,20,0.18168189257895742,405.39069344091104,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,139400
4.143907196862614,14.95657929687727,9.081282323633916,1,1,3,3,0,2,8,3.040152969328327,2002,2002,0,12,13,22.985711679125238,2,4,2,2,4,3,6,0.0,6,0.0,133.0256587226815,1018.1205342768596,0,1,7.3438858074441224,0.0,0.0,10.375911148802741,0.0,0.0,2,0.0,3,0.7173641623697471,2,2.4381397822177204,6,0.92529145896583,2,2002.0,2,2.0,534.0,5,5,2,42.6797957883873,19.9976413552817,0.0,0.0,0.0,0.0,3,4,0.0,9,2008,0,0,0.13065806478126446,1025.4644200843038,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,230000
7.895014932503628,11.112643713542411,8.263586295464998,1,1,3,3,0,2,5,3.868731628185368,1976,1976,0,5,5,0.0,3,4,2,2,4,3,2,216.83600633736154,6,0.0,36.07540964899357,623.9066493878756,4,1,6.837669779682225,0.0,0.0,9.419285690790181,0.9944806198730061,0.0,1,0.0,3,0.7173641623697471,3,2.257835050241748,6,0.92529145896583,5,1976.0,3,2.0,572.0,5,5,2,29.690859456534163,16.589466544138798,0.0,0.0,0.0,0.0,3,4,0.0,6,2007,0,0,0.05782180665070281,630.7443191675578,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,129900
